CountdownTime,AbsoluteTime,RelativeTime,TimeStep,LeftEyePosX,LeftEyePosY,LeftEyePosZ,RightEyePosX,RightEyePosY,RightEyePosZ,LeftEyeHitObject,RightEyeHitObject,HeadPosX,HeadPosY,HeadPosZ,HeadRotX,HeadRotY,HeadRotZ,HeadRotW,HeadEulerX,HeadEulerY,HeadEulerZ,LHandPosX,LHandPosY,LHandPosZ,LHandRotX,LHandRotY,LHandRotZ,LHandRotW,LHandEulerX,LHandEulerY,LHandEulerZ,RHandPosX,RHandPosY,RHandPosZ,RHandRotX,RHandRotY,RHandRotZ,RHandRotW,RHandEulerX,RHandEulerY,RHandEulerZ,LeftJoyX,LeftJoyY,RightJoyX,RightJoyY,L_One,L_Two,L_IndexTrigger,L_HandTrigger,L_Start,L_Thumbstick,L_ThumbUp,L_ThumbClick,R_One,R_Two,R_IndexTrigger,R_HandTrigger,R_Start,R_Thumbstick,R_ThumbUp,R_ThumbClick
09:56.6,44:50.9,23.9621,0.014128,0,0,0,0,0,0,None,None,-2.05209,1.296158,0.9470695,-0.02590578,0.9911827,-0.09531073,0.08832797,10.62407,169.4452,356.0215,-1.908141,0.9569991,0.5943459,-0.8381432,0.2548855,-0.3710681,-0.3079901,44.86505,138.9982,196.28,-2.022263,0.9568131,0.6408517,-0.8437439,-0.249703,0.3447323,-0.3269623,46.37793,217.3391,163.5,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09:56.5,44:50.9,23.9764,0.014223,0,0,0,0,0,0,None,None,-2.052471,1.296008,0.944788,-0.0244584,0.9907764,-0.09807681,0.09024877,10.94868,169.2202,356.1356,-1.90814,0.9570231,0.5943847,-0.8381733,0.2548774,-0.3710379,-0.3079511,44.85954,139.0033,196.2825,-2.021716,0.9569144,0.6409336,-0.8427475,-0.2483618,0.3462892,-0.3289026,46.58325,217.6992,163.8806,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09:56.5,44:50.9,23.9903,0.013939,0,0,0,0,0,0,None,None,-2.052854,1.295884,0.942579,-0.02289424,0.9902607,-0.1016822,0.09230657,11.37077,168.9758,356.2503,-1.908138,0.9570407,0.5944164,-0.8381929,0.2548728,-0.3710244,-0.3079178,44.85517,139.0059,196.2842,-2.021281,0.957014,0.6410487,-0.83924,-0.2452481,0.3525904,-0.3334813,47.11205,218.9946,164.9707,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09:56.5,44:50.9,24.0048,0.014494,0,0,0,0,0,0,None,None,-2.053459,1.295623,0.9403468,-0.02093514,0.9897519,-0.1047351,0.09478085,11.73322,168.6909,356.4108,-1.908132,0.9570354,0.5944263,-0.8382407,0.2548714,-0.3709719,-0.3078519,44.84638,139.0154,196.2904,-2.020954,0.9570591,0.6411757,-0.8370162,-0.2454208,0.3553718,-0.3359814,47.46589,219.4981,165.2564,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09:56.5,44:50.9,24.0184,0.013618,0,0,0,0,0,0,None,None,-2.053999,1.295865,0.9379148,-0.01978502,0.9892518,-0.1079431,0.09663209,12.10723,168.4686,356.4815,-1.908132,0.9570478,0.5944121,-0.8382534,0.2548523,-0.3710191,-0.3077765,44.8376,139.0081,196.2879,-2.020834,0.9571821,0.6414198,-0.8352512,-0.2461608,0.3580499,-0.3369876,47.66454,219.9243,165.3882,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09:56.5,44:51.0,24.0322,0.013836,0,0,0,0,0,0,None,None,-2.054549,1.296185,0.9354314,-0.01919626,0.9887701,-0.1106957,0.0985484,12.42266,168.2345,356.4906,-1.90814,0.9570639,0.5944306,-0.8382952,0.2549178,-0.3710145,-0.307614,44.8214,139.0151,196.3046,-2.021052,0.9570918,0.6411104,-0.8370464,-0.248103,0.3567666,-0.3324392,47.186,219.5011,164.8042,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09:56.5,44:51.0,24.0463,0.014055,0,0,0,0,0,0,None,None,-2.054946,1.296668,0.9326165,-0.01950195,0.9884618,-0.1122332,0.09983291,12.59057,168.0704,356.4187,-1.908189,0.957088,0.5944936,-0.8381324,0.2550206,-0.371285,-0.3076459,44.83493,138.9763,196.3001,-2.020792,0.957194,0.6412098,-0.8349995,-0.2517547,0.3563047,-0.3353244,47.67983,219.2727,164.363,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09:56.5,44:51.0,24.0599,0.013611,0,0,0,0,0,0,None,None,-2.055443,1.297024,0.9296986,-0.01959185,0.9882591,-0.1128087,0.1011648,12.65056,167.9093,356.3834,-1.908148,0.9571231,0.5944527,-0.8375863,0.2554751,-0.371898,-0.3080156,44.91043,138.8944,196.3078,-2.020937,0.9579338,0.6402715,-0.8322582,-0.2670161,0.3424698,-0.3446202,49.158,216.1747,161.4169,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09:56.5,44:51.0,24.074,0.014048,0,0,0,0,0,0,None,None,-2.056129,1.297525,0.926768,-0.0186665,0.9880041,-0.1135672,0.1029664,12.74226,167.7049,356.4572,-1.908121,0.9571544,0.5937352,-0.8330764,0.2592828,-0.3823982,-0.3041837,44.83884,137.4629,196.3292,-2.02126,0.9586793,0.6392536,-0.8305652,-0.2815262,0.3298038,-0.3494767,50.01593,213.1173,158.3437,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09:56.4,44:51.0,24.0886,0.014662,0,0,0,0,0,0,None,None,-2.056829,1.298055,0.9237925,-0.01730179,0.9876618,-0.1149842,0.1048969,12.91476,167.4868,356.571,-1.908097,0.9571226,0.592623,-0.8277947,0.2634487,-0.3936765,-0.3006153,44.83945,135.9099,196.3384,-2.021948,0.9597185,0.6389546,-0.8256995,-0.2935409,0.3271426,-0.3535985,50.89503,211.8297,156.3126,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09:56.4,44:51.0,24.1024,0.01379,0,0,0,0,0,0,None,None,-2.057464,1.298478,0.9207838,-0.01660677,0.9873205,-0.1165069,0.1065292,13.09234,167.2943,356.6088,-1.908208,0.9571692,0.5911913,-0.8249362,0.265944,-0.3994106,-0.298706,44.85124,135.1368,196.3998,-2.022895,0.9608843,0.6396925,-0.8182203,-0.3070254,0.3190778,-0.366661,52.74497,209.3813,153.6765,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09:56.4,44:51.0,24.1162,0.013803,0,0,0,0,0,0,None,None,-2.058085,1.298943,0.9177727,-0.01625787,0.9869188,-0.118641,0.1079411,13.33642,167.119,356.6003,-1.908944,0.9573669,0.5902957,-0.8253442,0.2650461,-0.3976699,-0.3006928,45.00366,135.3353,196.2921,-2.023465,0.9622065,0.6403046,-0.8109708,-0.3225243,0.3017493,-0.383734,54.78929,204.8047,149.6275,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09:56.4,44:51.1,24.1317,0.015484,0,0,0,0,0,0,None,None,-2.058806,1.299538,0.91488,-0.01558633,0.9863781,-0.1217967,0.1094569,13.70147,166.9286,356.6123,-1.910207,0.9575397,0.590645,-0.8358793,0.2595098,-0.3738596,-0.3069033,45.00015,138.8052,196.7987,-2.023247,0.9638368,0.6409291,-0.8010932,-0.344786,0.2786555,-0.4021486,56.76922,197.9783,143.1978,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09:56.4,44:51.1,24.1453,0.013617,0,0,0,0,0,0,None,None,-2.059302,1.300221,0.9118717,-0.01520216,0.9858394,-0.1250115,0.1107326,14.07051,166.7618,356.5922,-1.911973,0.9587621,0.5923316,-0.8445258,0.261309,-0.3307588,-0.3302917,46.94848,145.5619,199.055,-2.022971,0.9660059,0.6416001,-0.7882025,-0.370742,0.2572324,-0.4184718,58.25681,190.4264,135.4399,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09:56.4,44:51.1,24.159,0.013674,0,0,0,0,0,0,None,None,-2.059892,1.300887,0.9085894,-0.01371419,0.9853649,-0.1267313,0.1131686,14.27931,166.4837,356.7044,-1.913754,0.960425,0.5935729,-0.8447453,0.2768241,-0.3019504,-0.3443831,48.50438,151.172,203.0784,-2.02371,0.96878,0.6421169,-0.7732239,-0.3950965,0.2469695,-0.4301507,59.35694,184.7294,128.5647,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09:56.4,44:51.1,24.1727,0.01375,0,0,0,0,0,0,None,None,-2.06053,1.301591,0.9050226,-0.009554124,0.9849323,-0.1263726,0.1176736,14.28163,166.014,357.1277,-1.915532,0.9629413,0.5943507,-0.8369663,0.307079,-0.302519,-0.3371529,48.60473,153.0846,207.9609,-2.025784,0.9721243,0.6421562,-0.7548567,-0.4215392,0.2484024,-0.4367979,60.3267,180.7826,122.0937,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09:56.3,44:51.1,24.1863,0.013603,0,0,0,0,0,0,None,None,-2.061266,1.30241,0.9015995,-0.004736474,0.9842482,-0.1266629,0.1232461,14.36913,165.4229,357.6012,-1.917154,0.9674246,0.5957414,-0.8261055,0.3364138,-0.3134841,-0.3257347,48.51276,153.1909,212.0566,-2.028406,0.9759275,0.6418256,-0.738209,-0.4454454,0.2462953,-0.4426788,60.8093,176.3859,115.6641,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09:56.3,44:51.1,24.1993,0.013004,0,0,0,0,0,0,None,None,-2.061868,1.303253,0.898309,-0.001615221,0.9833887,-0.1281417,0.1285454,14.57286,164.8319,357.8611,-1.919513,0.9728444,0.5973419,-0.8197732,0.3644369,-0.299937,-0.3243384,48.62366,157.2742,217.5608,-2.031558,0.9803867,0.6413809,-0.7239738,-0.4672197,0.2361095,-0.4492439,60.58809,170.8707,108.9864,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09:56.3,44:51.1,24.213,0.013687,0,0,0,0,0,0,None,None,-2.06243,1.304035,0.8949205,-0.000292988,0.9825041,-0.1295604,0.1337897,14.74448,164.221,357.9115,-1.922285,0.9792609,0.5984626,-0.8190491,0.3908941,-0.2698938,-0.3217418,47.5651,163.594,223.756,-2.035178,0.9857949,0.6408013,-0.7112864,-0.4873193,0.2180866,-0.4571979,59.64977,164.4615,102.2233,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09:56.3,44:51.1,24.2278,0.014715,0,0,0,0,0,0,None,None,-2.063039,1.304992,0.8913246,0.000433295,0.9816562,-0.1300968,0.1393764,14.80567,163.5654,357.9008,-1.925348,0.9876367,0.5988792,-0.8149767,0.4263861,-0.2361769,-0.3134141,45.41873,170.348,231.1888,-2.038319,0.9913247,0.6399943,-0.6985957,-0.5080603,0.1938907,-0.4650217,57.85892,157.7299,95.52906,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09:56.3,44:51.2,24.2417,0.013947,0,0,0,0,0,0,None,None,-2.063825,1.306003,0.8875277,0.003206734,0.9808353,-0.1289326,0.1460423,14.70604,162.8224,358.1415,-1.928212,0.9961789,0.5985289,-0.8065246,0.4672357,-0.2078561,-0.2966561,42.28016,175.4987,238.4279,-2.040629,0.997008,0.6389954,-0.6828786,-0.5307874,0.1658221,-0.473756,55.39312,150.8718,88.753,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09:56.3,44:51.2,24.2553,0.013588,0,0,0,0,0,0,None,None,-2.064617,1.307082,0.883671,0.007914234,0.9799215,-0.1259225,0.1543849,14.43207,161.9184,358.6172,-1.931275,1.007384,0.5973908,-0.7892236,0.5215438,-0.1796779,-0.2698779,37.83633,179.8472,246.8636,-2.043113,1.003347,0.6373333,-0.6598946,-0.5587469,0.143075,-0.4815294,52.69331,144.8101,81.6383,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09:56.3,44:51.2,24.269,0.013693,0,0,0,0,0,0,None,None,-2.065416,1.307673,0.8801258,0.01114833,0.9789469,-0.1225076,0.1628823,14.09254,160.9747,358.9318,-1.933815,1.019292,0.5966701,-0.7633219,0.5772912,-0.1547401,-0.2452144,33.57412,183.2261,255.173,-2.045151,1.010071,0.6347623,-0.6326893,-0.5902678,0.1317373,-0.4836667,50.13368,140.897,75.11134,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09:56.2,44:51.2,24.2867,0.017736,0,0,0,0,0,0,None,None,-2.066331,1.308536,0.8770649,0.01327812,0.9776407,-0.1218373,0.1708741,14.04973,160.0577,359.0741,-1.93497,1.033112,0.5965703,-0.7247363,0.6391718,-0.1326309,-0.2205126,29.28636,185.8995,264.3633,-2.046978,1.018079,0.6319344,-0.5973462,-0.6272388,0.1143583,-0.4864886,46.44093,136.578,67.81541,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09:56.2,44:51.2,24.2991,0.012363,0,0,0,0,0,0,None,None,-2.067287,1.30963,0.8740943,0.0140911,0.9760683,-0.1232832,0.1785877,14.22312,159.1411,359.0231,-1.934334,1.046379,0.5975723,-0.6799613,0.6966091,-0.1163926,-0.1970817,25.47874,187.4015,273.0613,-2.049015,1.026209,0.6285698,-0.5625826,-0.6629773,0.09465734,-0.4847699,42.14101,133.6776,61.91504,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09:56.2,44:51.2,24.3125,0.013458,0,0,0,0,0,0,None,None,-2.067999,1.31061,0.8708301,0.01503175,0.9747613,-0.1223299,0.1861447,14.12754,158.2585,359.0406,-1.93035,1.059561,0.5997949,-0.6238993,0.7534401,-0.1156791,-0.1723251,22.91355,187.1928,282.2055,-2.050816,1.03476,0.6243641,-0.5292463,-0.6981592,0.06713262,-0.4774572,36.80714,131.9337,57.44987,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09:56.2,44:51.2,24.3264,0.013901,0,0,0,0,0,0,None,None,-2.068722,1.311683,0.8673454,0.0181949,0.9733894,-0.1180265,0.1955808,13.70298,157.2018,359.3662,-1.923925,1.07123,0.6034849,-0.5670139,0.8002961,-0.1209054,-0.1529813,21.53105,186.6517,290.6306,-2.052718,1.043144,0.6200483,-0.4962973,-0.7303309,0.03399991,-0.4681344,30.95268,130.7136,53.91854,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09:56.2,44:51.3,24.3385,0.012014,0,0,0,0,0,0,None,None,-2.069267,1.312627,0.8639585,0.02215735,0.971785,-0.1112346,0.2068087,13.02387,155.9521,359.8268,-1.915819,1.081418,0.6085393,-0.5120671,0.8384917,-0.1266081,-0.1367086,20.62976,186.1089,298.288,-2.054628,1.050997,0.6158735,-0.4638935,-0.7588691,0.002163033,-0.4570732,25.29947,130.0847,50.94809,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09:56.2,44:51.3,24.352,0.013565,0,0,0,0,0,0,None,None,-2.069836,1.313667,0.8610276,0.02524791,0.9698393,-0.1058435,0.2181087,12.49275,154.6691,0.1644389,-1.907357,1.090163,0.6142211,-0.4690361,0.8668417,-0.1191682,-0.1199561,18.61016,185.8246,304.1207,-2.057566,1.058349,0.6121871,-0.4216282,-0.7913654,-0.01645712,-0.4423795,20.30345,130.4167,46.64033,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09:56.2,44:51.3,24.3661,0.014057,0,0,0,0,0,0,None,None,-2.070518,1.314775,0.8585589,0.02638898,0.9677184,-0.102151,0.2288886,12.10987,153.4123,0.2526725,-1.898338,1.097349,0.6208484,-0.4320361,0.889047,-0.1117595,-0.1022255,16.68138,185.1027,308.9133,-2.061238,1.064155,0.6090586,-0.3709171,-0.8202398,-0.008577066,-0.4353774,17.9934,130.7429,40.36273,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09:56.1,44:51.3,24.3798,0.013769,0,0,0,0,0,0,None,None,-2.071249,1.315861,0.8561707,0.02708973,0.96558,-0.09890454,0.2390383,11.76813,152.2213,0.2944255,-1.888887,1.102176,0.6279226,-0.3944222,0.9080141,-0.1136315,-0.08384212,15.81287,183.7317,313.5602,-2.064995,1.068161,0.6066424,-0.3187002,-0.8403702,0.02164178,-0.4378809,18.38977,130.4446,32.99091,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09:56.1,44:51.3,24.3941,0.014229,0,0,0,0,0,0,None,None,-2.072141,1.317172,0.8538231,0.02915833,0.9631193,-0.09464986,0.2501851,11.35622,150.9279,0.5146248,-1.880419,1.10622,0.6344059,-0.3504078,0.926994,-0.1170503,-0.0647751,15.21283,182.2605,318.8883,-2.06794,1.072081,0.6048104,-0.2757508,-0.8571614,0.0354808,-0.4335631,17.45378,130.6567,27.5996,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09:56.1,44:51.3,24.4084,0.014347,0,0,0,0,0,0,None,None,-2.072734,1.318575,0.8514749,0.0323895,0.9603951,-0.0888951,0.2620876,10.82014,149.5581,0.9110118,-1.871374,1.109014,0.6415458,-0.302016,0.9446474,-0.1214715,-0.04089355,14.72598,180.2303,324.5703,-2.069988,1.077156,0.603657,-0.2398342,-0.8741481,0.01979147,-0.4218447,13.70642,131.4654,24.48182,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09:56.1,44:51.3,24.4222,0.013794,0,0,0,0,0,0,None,None,-2.073139,1.31993,0.8493285,0.03549657,0.9572738,-0.08154053,0.2751694,10.11639,148.0442,1.343683,-1.862636,1.110252,0.6498494,-0.2599745,0.9578462,-0.1215854,-0.01268764,13.85804,177.703,329.3505,-2.071311,1.083072,0.6037942,-0.2024479,-0.8874426,-0.01334461,-0.4138627,8.27278,131.6048,21.9787,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09:56.1,44:51.4,24.4365,0.014322,0,0,0,0,0,0,None,None,-2.073449,1.321168,0.8474662,0.03696131,0.9539437,-0.07476811,0.2881579,9.436275,146.5155,1.593269,-1.856203,1.110198,0.6580901,-0.2357315,0.9642915,-0.1204979,0.007270543,13.23599,175.8272,332.0414,-2.074162,1.088871,0.6054008,-0.1575343,-0.90076,-0.04599722,-0.4021177,2.512065,132.3004,18.7296,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09:56.1,44:51.4,24.4504,0.013863,0,0,0,0,0,0,None,None,-2.073858,1.322252,0.8458802,0.0381933,0.9505322,-0.06912047,0.3004202,8.879132,145.0612,1.802507,-1.851765,1.109934,0.6661826,-0.225971,0.9668741,-0.1171705,0.01904203,12.58997,174.722,333.1081,-2.077533,1.093965,0.60825,-0.1141151,-0.9097872,-0.07122336,-0.3926732,357.7089,133.0013,15.29488,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09:56.1,44:51.4,24.4663,0.015938,0,0,0,0,0,0,None,None,-2.074543,1.323333,0.8446307,0.0389207,0.9469876,-0.06502754,0.3122037,8.479928,143.6494,1.918457,-1.848892,1.107833,0.6758661,-0.2217976,0.9684051,-0.1125708,0.0180353,12.12399,175.0203,333.6705,-2.080598,1.099154,0.6118379,-0.06821409,-0.9169597,-0.1027248,-0.3794461,352.1476,134.2249,11.82823,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
09:56.0,44:51.4,24.4793,0.012939,0,0,0,0,0,0,None,None,-2.075174,1.324576,0.8435683,0.03925937,0.9433553,-0.06088676,0.3237781,8.06511,142.2549,2.005163,-1.845899,1.105866,0.6843753,-0.2030548,0.9724869,-0.1118884,0.02278192,12.02674,174.7349,335.8572,-2.084273,1.103759,0.6163028,-0.01216294,-0.9205419,-0.1343374,-0.3666173,346.2074,135.7029,7.150915,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
09:56.0,44:51.4,24.4936,0.014353,0,0,0,0,0,0,None,None,-2.075666,1.32593,0.8426118,0.03981361,0.9394389,-0.0562006,0.3357247,7.604075,140.812,2.143243,-1.842452,1.103947,0.6923854,-0.1791304,0.9762922,-0.1167855,0.03357058,12.47459,173.6855,338.5152,-2.086743,1.106834,0.6207423,0.04265379,-0.9139199,-0.1512802,-0.3742265,342.0347,135.1285,2.124395,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
09:56.0,44:51.4,24.5064,0.01273,0,0,0,0,0,0,None,None,-2.076071,1.327302,0.8419008,0.03884096,0.9353305,-0.05121761,0.3478866,7.055763,139.3275,2.137911,-1.839473,1.101182,0.7000068,-0.1512421,0.979727,-0.1219458,0.04889008,12.95341,172.1749,341.5591,-2.088516,1.107837,0.6249232,0.08985585,-0.9032673,-0.1510705,-0.3914229,339.9245,133.6179,357.3111,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
09:56.0,44:51.4,24.5197,0.013298,0,0,0,0,0,0,None,None,-2.076317,1.328631,0.8414303,0.03720071,0.9313327,-0.04664636,0.3592488,6.523758,137.9308,2.063687,-1.837,1.099003,0.7074316,-0.1250636,0.9823679,-0.1222436,0.06609738,12.92313,170.5254,344.4141,-2.088945,1.107531,0.6285288,0.1267119,-0.8916448,-0.1418032,-0.4108596,339.0841,131.7639,353.2717,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
09:56.0,44:51.5,24.5336,0.013912,0,0,0,0,0,0,None,None,-2.07673,1.329849,0.8410401,0.03571108,0.9271265,-0.04258276,0.3706048,6.051861,136.5289,1.997096,-1.835785,1.097496,0.714982,-0.1049056,0.9848222,-0.1124272,0.08050035,11.80326,169.2759,346.7275,-2.08818,1.105562,0.6321762,0.1534154,-0.8799135,-0.1275175,-0.4312253,339.101,129.6064,350.138,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
09:56.0,44:51.5,24.5475,0.013905,0,0,0,0,0,0,None,None,-2.077027,1.330776,0.8409669,0.03505396,0.9227486,-0.03870267,0.3818485,5.635314,135.1384,2.023277,-1.836262,1.095667,0.7225327,-0.0905798,0.98669,-0.1041124,0.08601596,10.94524,168.9248,348.4453,-2.085548,1.103283,0.6359617,0.1618431,-0.8700932,-0.1149302,-0.4511494,339.7553,127.1434,349.0675,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
09:56.0,44:51.5,24.5617,0.014185,0,0,0,0,0,0,None,None,-2.077232,1.331727,0.8414618,0.03436712,0.9180855,-0.03592131,0.3932527,5.335505,133.7187,2.005949,-1.836333,1.093608,0.7295737,-0.0713477,0.9881988,-0.1016162,0.08970352,10.83806,168.7393,350.6692,-2.081877,1.102152,0.6395879,0.1595868,-0.8604375,-0.105497,-0.4722815,340.5923,124.31,349.3084,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
